Domain,Url,Product_id,Time,Rating,Comment
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1708303&page=10,1708303,2018-11-22_14-00-56,5,sản phẩm đẹp
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1708303&page=10,1708303,2018-11-21_20-34-49,5,"Đã nhận được hàng , mặt nạ 7 trắng 3 tím. Rất hài lòng combo 12 này, kính đẹp"
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1708303&page=10,1708303,2018-11-21_16-09-02,5,"đã nhận hàng,chim ưng"
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1708303&page=10,1708303,2018-11-21_14-31-42,5,DA NHAN HANG
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1708303&page=10,1708303,2018-11-21_13-41-18,5,kinh mau hong tim dep mua bo thu 2
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1708303&page=10,1708303,2018-11-21_13-39-48,5,kinh mau cam dep. . gia re
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1708303&page=10,1708303,2018-11-21_10-06-55,5,Đã nhận hàng. Thank Yes24 👍
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1708303&page=10,1708303,2018-11-21_09-07-51,4,"Sản phẩm hài lòng, đẹp và làm quà tặng bạn rất dễ thương"
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1708303&page=10,1708303,2018-11-21_08-58-30,5,đa nhan dc hang
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1708303&page=10,1708303,2018-11-20_09-33-05,5,"đã nhận hàng, rất ư hài lòng. combo giá rẻ mà quá trời món"
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1708303&page=10,1708303,2018-11-20_09-27-32,5,rất hài lòng
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1708303&page=10,1708303,2018-11-19_15-06-40,5,"Chờ nhận hàng, hồi hộp."
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1708303&page=10,1708303,2018-11-19_14-15-05,5,đang chờ nhận hàng
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1708303&page=10,1708303,2018-11-19_13-53-01,5,đã nhận được hàng hài lòng
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1708303&page=10,1708303,2018-11-19_13-52-52,5,"Đã nhận hàng với giá 299k quá ổn cho Combo 5 món, Kính không đẹp lắm, 10 mặt nạ 3 tím 7 trắng,"
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1708303&page=10,1708303,2018-11-19_07-25-38,5,"Đã nhận hàng, sản phẩm đẹp"
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1708303&page=10,1708303,2018-11-17_18-53-46,5,"Mua 6 phan, moi nhan dc 5."
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1708303&page=10,1708303,2018-11-17_18-52-50,5,Da nhan hang
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1708303&page=10,1708303,2018-11-17_12-29-45,5,"Mặt nạ đưa mình 7 cái milk có 3 cái tím, Mắt kiếng chính hãng nhưng màu không đẹp"
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1708303&page=10,1708303,2018-11-17_10-35-44,5,"Đã nhận hàng, web là combo 5 mặt nạ chống lão hóa và 5 mặt nạ dưỡng trắng nhưng mình nhận được 3 cái mặt nạ chông lão hóa và 7 mặt nạ dưỡng trắng"
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1708303&page=10,1708303,2018-11-17_10-22-31,5,"Đã nhận được hàng, gói hàng kỹ."
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1708303&page=10,1708303,2018-11-17_09-34-17,5,Combo 5 mặt nạ chống lão hóa và 5 mặt nạ dưỡng trắng nhưng mình nhận đc là 3 chông lão hóa và 7 dưỡng trắng
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1708303&page=10,1708303,2018-11-17_09-01-50,5,kem chống nắng 70ml ko phải 100ml
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1708303&page=10,1708303,2018-11-17_09-01-14,5,"rất ok nha,kính trông cũng đẹp, mặt nạ xài ổn,kem chống nắng thấm nhanh và ko nhờn sửa rửa mặt chưa xài nên chưa rõ nhưng giá này là rất ok rồi"
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1708303&page=10,1708303,2018-11-16_21-10-57,5,"san pham ua nhin, dep mat"
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1708303&page=10,1708303,2018-11-16_15-38-54,5,"Giao hàng nhanh, kính đeo nhẹ. Nhưng web là combo 5 mặt nạ chống lão hóa và 5 mặt nạ dưỡng trắng nhưng mình nhận đc là 3 chông lão hóa và 7 dưỡng trắng"
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1708303&page=10,1708303,2018-11-16_13-16-40,5,Đa nhan dc hang.sp ok
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1708303&page=10,1708303,2018-11-16_09-44-47,5,Hạn sử dụng còn trên 18 tháng luôn
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1708303&page=10,1708303,2018-11-15_16-18-06,5,xem hạn sử dụng chưa bạn hungpt922?
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1708303&page=10,1708303,2018-11-15_15-11-23,5,"Hôm qua order, hôm nay nhận hàng, so suprise nhìn combo chất lượng quá, kính số 4 đẹp ..... Love Yes24."
yes24.vn,https://www.yes24.vn/dong-ho-nu-julius-han-quoc-ja426le-day-thep-den-p1967117.html,1967117,2018-11-15_20-53-50,5,Dong ho dep chinh hang
yes24.vn,https://www.yes24.vn/vong-co-va-vong-tay-ngoc-trai-opal-t815-p1948072.html,1948072,2018-09-03_15-20-18,5,Ko đẹp lam nhung hop gia
yes24.vn,https://www.yes24.vn/gong-kinh-velocity-mau-hong-vl97468-305-p1930423.html,1930423,2018-11-27_19-27-27,5,Đã nhận hàng nhưng bị khác màu
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1650526&page=2,1650526,2018-11-27_07-48-56,5,"đã nhận sản phẩm, giao nhanh"
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1650526&page=2,1650526,2018-11-12_13-34-00,5,"đã nhận hàng, đẹp"
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1650526&page=2,1650526,2018-11-02_10-55-46,5,"đã nhận hàng, hài lòng"
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1650526&page=2,1650526,2018-10-24_11-06-59,5,hộp và dây rất đẹp
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1650526&page=2,1650526,2018-09-27_18-22-51,5,Đa nhan hang
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1650526&page=2,1650526,2018-02-07_10-59-18,5,"đã nhận hàng, ưng ý"
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1650526&page=2,1650526,2018-01-29_10-28-46,5,"Dây đẹp , giống hình...thanks yes"
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1650526&page=2,1650526,2018-01-04_11-36-56,5,"Mua tặng mà 1 tháng mới nhận được, không dùng nhưng mẫu mà cũng được"
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1650526&page=2,1650526,2017-09-16_15-20-07,5,Ok voi gia da giam.
yes24.vn,https://www.yes24.vn/kinh-mat-nam-velocity-vl-5974-001-dentrong-mau-khoi-p1708363.html,1708363,2018-07-19_17-38-24,5,Kính đẹp y hình
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1915703&page=3,1915703,2018-10-25_07-40-21,5,"hàng ok, nút lỏng"
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1915703&page=3,1915703,2018-09-19_08-36-23,5,"Váy đẹp, hơi dài, vải mỏng mềm, kiểu dáng và màu sắc như hình"
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1915703&page=3,1915703,2018-09-18_10-56-14,3,Đã nhận hàng. Nhanh. Vải jean hơi mỏng.
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1915703&page=3,1915703,2018-09-18_05-52-18,5,"Vải đẹp,ưng ý"
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1915703&page=3,1915703,2018-08-27_11-43-42,5,"da nhan hàng, hài lòng sản phẩm....."
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1915703&page=3,1915703,2018-08-27_11-43-18,5,"da nhan hàng, hài lòng sản phẩm....."
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1915703&page=3,1915703,2018-08-27_11-43-13,5,"da nhan hàng, hài lòng sản phẩm....."
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1915703&page=3,1915703,2018-05-02_12-56-56,5,"Váy đẹp, màu đẹp hơn trong hình"
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1915703&page=3,1915703,2018-04-27_08-58-58,5,"hàng giống hình, đẹp"
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1915703&page=3,1915703,2018-04-24_10-16-35,5,"đẹp, vãi mền, hơi mong chút xíu, so với giá tiền thì ổn rùi,"
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1915703&page=3,1915703,2018-04-23_15-23-34,5,Váy đẹp. Hoàn toàn hài lòng
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1915703&page=3,1915703,2018-04-17_16-43-45,5,"gon gan, dep"
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1915703&page=3,1915703,2018-04-16_16-36-00,5,"Váy đẹp, màu đẹp hơn trong hình, thích lắm"
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1915703&page=3,1915703,2018-04-16_14-39-16,5,"váy đẹp, vải mềm, rất thích"
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1915703&page=3,1915703,2018-04-16_10-25-32,5,YÊU LẮM LUÔN!
yes24.vn,https://www.yes24.vn/dong-ho-nam-julius-han-quoc-day-thep-ja426me-ju1052-den-p1922336.html,1922336,2018-11-21_09-57-51,5,đồng hồ đẹp như hình
yes24.vn,https://www.yes24.vn/dong-ho-nam-julius-han-quoc-day-thep-ja426me-ju1052-den-p1922336.html,1922336,2018-11-15_20-53-20,5,Da mua dong ho dep tot chinh hang
yes24.vn,https://www.yes24.vn/dong-ho-nam-casio-mtpv005d1budf-p1927597.html,1927597,2018-07-04_16-58-57,5,Tốt trong tầm giá cần vận chuyển nhanh hơn !
yes24.vn,https://www.yes24.vn/dong-ho-nu-julius-ja843-xanh-den-p1957171.html,1957171,2018-10-13_10-34-27,5,"Hàng đẹp,vưa xinh"
yes24.vn,https://www.yes24.vn/dong-ho-nu-julius-han-quoc-ja1089d-day-da-xanh-la-p1967129.html,1967129,2018-11-22_16-06-05,5,"Đồng hồ đẹp, nhưng hơi nhỏ"
yes24.vn,https://www.yes24.vn/dong-ho-nu-julius-han-quoc-ja1089d-day-da-xanh-la-p1967129.html,1967129,2018-11-21_13-37-44,5,"Đồng hồ đẹp, giống hình. Cám ơn shop."
yes24.vn,https://www.yes24.vn/kinh-mat-nu-3ddlp-mau-trang-hm7783tr-p1968197.html,1968197,2018-11-14_12-40-14,5,Hài lòng với sản phẩm
yes24.vn,https://www.yes24.vn/dong-ho-casio-nu-day-nhua-w215h7a2vdf-p1970084.html,1970084,2018-11-29_23-16-25,5,Quá hay và bổ ích
yes24.vn,https://www.yes24.vn/dong-ho-nu-julius-han-quoc-ja1111a-day-thep-bac-mat-xanh-p1972972.html,1972972,2018-11-22_06-25-56,5,Da nhan duoc hang.. Like
yes24.vn,https://www.yes24.vn/dong-ho-nu-julius-han-quoc-day-da-ja1018a-xanh-dam-p1922365.html,1922365,2018-11-30_17-35-19,4,"màu xanh tối hơn hình, xanh xám như hình đeo trên bàn tay, có phiếu bảo hành đầy đủ"
yes24.vn,https://www.yes24.vn/vong-co-ngoc-oc-dai-opal-yo41-p1925628.html,1925628,2018-10-18_11-54-51,5,"Dây ngắn ko thắt được như hình, chỉ đeo 1 vòng rồi buộc lại thôi"
yes24.vn,https://www.yes24.vn/vong-co-ngoc-oc-dai-opal-yo41-p1925628.html,1925628,2018-09-26_15-38-04,5,"Dây chuyền xinh nhưng mà bị ngắn, không thế thắt đc như hình minh họa đâu ạ"
yes24.vn,https://www.yes24.vn/vong-co-ngoc-oc-dai-opal-yo41-p1925628.html,1925628,2018-09-26_15-38-04,5,"Dây chuyền xinh nhưng mà bị ngắn, không thế thắt đc như hình minh họa đâu ạ"
yes24.vn,https://www.yes24.vn/bo-ngoc-oc-gom-vong-co-vong-tay-hoa-tai-ngoc-oc-opal-yo40-p1925627.html,1925627,2018-11-23_11-52-29,5,Bộ sản phẩm đẹp
yes24.vn,https://www.yes24.vn/set-mat-day-hoa-tai-bac-dinh-ngoc-trai-opal12-p1916059.html,1916059,2018-10-26_11-11-15,5,sản pham dẹp làm qua tặng tuyet lắm
yes24.vn,https://www.yes24.vn/set-vong-co-vong-tay-va-hoa-tai-ngoc-oc-opal09-p1916056.html,1916056,2018-10-31_13-18-21,5,"chưa nhận hàng, hy vọng ổn"
yes24.vn,https://www.yes24.vn/dong-ho-nu-julius-han-quoc-dong-mat-xanh-duong-ja1064c-p1922044.html,1922044,2018-09-13_10-00-31,5,"đã nhận hàng, đẹp long lanh luôn nhé."
yes24.vn,https://www.yes24.vn/dong-ho-nu-julius-han-quoc-day-thep-dong-mat-xanh-ja1058c-p1922056.html,1922056,2018-11-21_14-24-20,5,"Đã nhận dc hàng, đẹp miễn bàn"
yes24.vn,https://www.yes24.vn/dong-ho-nu-julius-han-quoc-day-thep-dong-mat-xanh-ja1058c-p1922056.html,1922056,2018-05-25_14-02-59,5,đã nhận hàng
yes24.vn,https://www.yes24.vn/dong-ho-nu-julius-han-quoc-day-da-ja1000e-xanh-p1922343.html,1922343,2018-11-21_21-31-05,5,Rất đẹp. Rất hài lòng
yes24.vn,https://www.yes24.vn/dong-ho-nam-casio-mtpvd01d2evudf-p1927608.html,1927608,2018-11-25_17-34-33,5,Nhâp mã giảm giá Week8 đã hết số lượng. Chưa hết thời gian km mà yes
yes24.vn,https://www.yes24.vn/dong-ho-nam-casio-mtpvd01d2evudf-p1927608.html,1927608,2018-08-10_13-56-49,5,hài lòng hàng chính hãng
yes24.vn,https://www.yes24.vn/dong-ho-nam-casio-mtpvd01d2evudf-p1927608.html,1927608,2018-06-09_03-30-11,5,Hài lòng về chất lượng
yes24.vn,https://www.yes24.vn/dong-ho-nam-casio-mtpvd01d2evudf-p1927608.html,1927608,2018-06-06_03-44-23,5,"Hàng chính hãng, đẹp và chất lượng"
yes24.vn,https://www.yes24.vn/dong-ho-nu-casio-lq139amv7b3ldf-p1927654.html,1927654,2018-11-05_18-57-00,5,Nhỏ hơn so với mình nghĩ
yes24.vn,https://www.yes24.vn/kinh-mat-shady-gong-hop-kim-nu-mau-den-khoi-mk861-p1940254.html,1940254,2018-09-25_15-15-17,5,"Sản phẩm đóng gói kĩ, y hình , thời trang."
yes24.vn,https://www.yes24.vn/nhan-nu-ma-bac-double-heart-tatiana-nb2356-p1945025.html,1945025,2018-11-14_11-00-24,5,đã nhận hàng
yes24.vn,https://www.yes24.vn/vong-tay-nu-ma-bac-mix-phu-kien-tatiana-vb2257-p1945007.html,1945007,2018-11-14_11-00-48,5,đã nhận hàng
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1946131&page=2,1946131,2018-11-28_14-49-14,4,"mình book lần này ;à lần thứ 2, rất thích."
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1946131&page=2,1946131,2018-10-10_19-03-42,5,"da nhan dc hang, giao hang lau, kinh hoi nho, nho hon cai minh dang deo nhieu luon, co ve hoi yeu that"
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1946131&page=2,1946131,2018-10-08_13-22-29,5,Đã nhận hàng. Gọng nhẹ nhưng hơi yếu
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1946131&page=2,1946131,2018-10-01_22-24-56,5,Đã nhận được hàng. Sp như mong đợi.
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1946131&page=2,1946131,2018-09-30_14-33-12,5,"Bộ sưu tập gọng kính VELOCITY - 1946131 VELOCITY Bộ sưu tập gọng kính VELOCITY - 1946131 23. VL26705 C04/Free Số lượng: 1 Kính nhỏ 13cm, hợp với ai mặt nhỏ cỡ hs cấp 2 đeo đẹp."
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1946131&page=2,1946131,2018-08-15_13-39-32,5,"Da nhan dc hg, sp nhe nhang, dep."
yes24.vn,https://www.yes24.vn/lac-tay-bac-dinh-ngoc-oc-trang-opal-t091513-p1953647.html,1953647,2018-11-23_11-53-30,5,Vòng rất xinh nhé.
yes24.vn,https://www.yes24.vn/lac-tay-bac-dinh-ngoc-oc-trang-opal-t091513-p1953647.html,1953647,2018-11-23_11-53-30,5,Vòng rất xinh nhé.
yes24.vn,https://www.yes24.vn/hoa-tai-bac-da-ross-trang-opal-t091521-p1953655.html,1953655,2018-11-23_10-06-03,5,Hàng đẹp. Rất ưng ý
yes24.vn,https://www.yes24.vn/hoa-tai-ngoc-trai-hong-6li-opal-t091504-p1953638.html,1953638,2018-10-26_11-10-04,5,"đã nhận dược đẹp và sang, ưng ý lắm"
yes24.vn,https://www.yes24.vn/dong-ho-nu-julius-ja852-ju1091-trang-p1957161.html,1957161,2018-11-11_10-39-56,5,"Đẹp, đeo vào tay vừa sang vừa hiện đại"
yes24.vn,https://www.yes24.vn/dong-ho-nu-julius-ja852-ju1091-trang-p1957161.html,1957161,2018-10-02_13-29-07,5,"chưa nhận hàng, hy vọng ổn"
yes24.vn,https://www.yes24.vn/dong-ho-nu-julius-han-quoc-ja982la-day-thep-bac-p1972997.html,1972997,2018-11-21_15-26-28,5,Đồng hồ đẹp
yes24.vn,https://www.yes24.vn/bo-ao-mua-best-thong-dung-asns27-p1258512.html,1258512,2017-09-01_17-47-02,5,ưng ý. thích nhất k có mùi nhựa.
yes24.vn,https://www.yes24.vn/bo-ao-mua-best-thong-dung-asns27-p1258512.html,1258512,2017-05-25_06-49-34,5,Mặc vừa y nón rời có thể tháo ra đc bao gói cẩn thận có hộp đựng nói chung vừa ý
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1557794&page=2,1557794,2018-11-29_09-02-53,5,"đã nhận sp, dẹp"
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1557794&page=2,1557794,2018-08-24_11-13-56,5,đã nhận hàng hài hòng sản phẩm
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1557794&page=2,1557794,2015-09-04_20-17-10,5,màu nhạt hơn hình.có 2 vòng quanh nịt chứ ko phải 1 vòng như hình và vòng đó ko đc chằn chỉ như hình
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1557794&page=2,1557794,2015-08-20_09-45-55,5,"đã nhận được hàng, màu da bò, chất mềm, nói chung hài lòng"
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1557794&page=2,1557794,2015-06-25_09-53-51,5,"hang dep, hang hop voi con gai hang chat luong, u­ng ý"
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1557794&page=2,1557794,2015-05-29_11-04-35,4,"sản phẩm giống hình nhưng đóng gói bên ngoài là 1 túi nylon cũ, nhìn xấu sản phẩm."
yes24.vn,https://www.yes24.vn/that-lung-nu-huy-hoang-mau-den-hh5139-p1615589.html,1615589,2018-11-04_13-27-27,5,"Ban nho , tam dc"
yes24.vn,https://www.yes24.vn/that-lung-nu-huy-hoang-mau-den-hh5139-p1615589.html,1615589,2016-08-16_10-01-17,5,tạm được với giá này
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1799590&page=3,1799590,2018-11-22_16-40-25,5,Đồng hồ rất đẹp thạhk yes
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1799590&page=3,1799590,2018-11-17_19-53-40,5,Đồng hồ rất đẹp. Yes 24 chưa bao giờ làm mình thất vọng!
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1799590&page=3,1799590,2018-09-16_08-51-32,5,Đồng hồ rất đẹp so với giá >700k
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1799590&page=3,1799590,2018-06-08_05-08-01,5,"Hàng đẹp, nếu mặt màu đỏ là hợp mình luôn"
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1799590&page=3,1799590,2018-05-16_14-17-11,5,"Hàng giao nhanh, đẹp như hình"
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1799590&page=3,1799590,2018-03-31_12-34-25,5,"đã nhận được sp, giao quá nhanh, đẹp quá đi thôi"
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1799590&page=3,1799590,2018-03-27_08-57-24,5,"Đã nhận hàng, thanks yes"
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1799590&page=3,1799590,2018-03-16_10-02-12,5,Sản phẩm đẹp.thích quá TKS
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1799590&page=3,1799590,2018-02-09_09-23-33,5,Rất đẹp. Thanks yes
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1799590&page=3,1799590,2017-08-02_17-22-54,5,Hàng y như hình
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1799590&page=3,1799590,2017-06-19_20-48-47,5,Đồng hồ rất đẹp. Yes 24 chưa bao giờ làm mình thất vọng!
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1799590&page=3,1799590,2017-06-19_19-28-25,5,"Hàng đẹp,rất thích"
yes24.vn,https://www.yes24.vn/hoa-tai-bac-ket-hop-ngoc-oc-opal-yt845-p1841091.html,1841091,2018-08-22_10-07-03,5,"nhỏ xinh, đẹp"
yes24.vn,https://www.yes24.vn/set-vong-co-va-vong-tay-ngoc-trai-tu-nhien-opal-mau-hat-trai-den-sis01-p1883409.html,1883409,2018-03-26_13-07-08,5,"Đã nhận hàng, mình thích màu đen nhưng sản phẩm bên ngoài không đen như hình, hạt không trỏn đều và không bóng như hình. Bên ngoài là hạt màu xanh lam, có hạt hơi đen có hạt hơi nâu đỏ, có hạt lớn/nhỏ, có hạt tròn có hạt thì hình hơi giọt nước vì có góc hơi nhọn lên. Tóm lại là tạm ổn so với giá đã giảm."
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1884658&page=4,1884658,2018-07-17_12-28-44,5,"sản phẩm giống hình, nhỏ xinh, nhưng không chắc chắn chất liệu có phải là bạc không."
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1884658&page=4,1884658,2018-05-28_13-43-04,5,"Hàng đẹp,dây chuyền hơi mảnh"
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1884658&page=4,1884658,2018-05-15_09-25-58,5,hài lòng vì cách phục vụ tốt
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1884658&page=4,1884658,2018-03-03_16-47-11,5,Hy vọng đẹp.
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1884658&page=4,1884658,2018-03-01_11-56-41,4,"Sp số 10 màu xanh vàng, không phải màu vàng nhé."
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1884658&page=4,1884658,2018-02-09_12-57-07,5,Mặt đính đá kèm dây bạc Opal 19_18. Sản phẩm quá đẹp và dễ thuơng! Thanks Yes!
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1884658&page=4,1884658,2018-02-09_12-54-09,5,Sản phẩm đẹp hơn tưởng tượng! Quá hài lòng! Thanks Yes! Hoa tai bạc đính đá Ross Opal 15_06
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1884658&page=4,1884658,2018-02-07_10-29-36,5,"Sản phẩm quá đẹp, rất hài lòng"
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1884658&page=4,1884658,2018-01-23_05-06-38,5,Sp số 15 đẹp. Lần nào mua hàng Opal cũng hài lòng.
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1884658&page=4,1884658,2018-01-12_10-24-00,5,"đẹp lắm, cảm ơn yes"
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1884658&page=4,1884658,2018-01-08_09-14-35,5,"Đã nhận hàng, hàng đẹp giá tốt"
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1884658&page=4,1884658,2018-01-05_20-10-15,5,03. Hoa tai hình tim đính đá Opal 14_02 => Màu như hình - nhỏ xinh
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1884658&page=4,1884658,2018-01-05_20-07-50,5,04. Mặt dây chuyền đính đá Opal 14_04 => màu sậm hơn hình
yes24.vn,https://www.yes24.vn/Product/GetProductComment?productNo=1884658&page=4,1884658,2018-01-05_15-38-39,5,SP dễ thương
