Domain,Url,Product_id,Time,Rating,Comment
yes24.vn,https://www.yes24.vn/ly-magmag-ong-hut-pigeon-180ml-d74106200-p1951418.html,1951418,2018-11-08_16-25-04,5,"Đã nhận hàng, sản phẩm tốt."
yes24.vn,https://www.yes24.vn/binh-sua-kuku-co-thuong-ppsu-140mlku5831-p1065307.html,1065307,2018-08-28_10-35-02,5,"Sp dùng tốt, nên mua thêm"
yes24.vn,https://www.yes24.vn/binh-sua-kuku-co-thuong-ppsu-140mlku5831-p1065307.html,1065307,2018-07-05_10-11-58,5,"Sp chất lượng, đẹp như hình"
yes24.vn,https://www.yes24.vn/sua-bot-enfagrow-a-3-dha-va-mfgm-1800g-p1912407.html,1912407,2018-07-28_15-43-26,5,Sữa ok quá trời 😍😍
yes24.vn,https://www.yes24.vn/sua-bot-enfagrow-a-3-dha-va-mfgm-1800g-p1912407.html,1912407,2018-06-14_16-37-42,5,"đã nhận được hàng, giá giảm vậy ok"
yes24.vn,https://www.yes24.vn/sua-bot-enfagrow-a-3-dha-va-mfgm-1800g-p1912407.html,1912407,2018-05-17_10-36-12,5,da nhan duoc hang
yes24.vn,https://www.yes24.vn/sua-bot-enfagrow-a-3-dha-va-mfgm-1800g-p1912407.html,1912407,2018-05-14_11-06-36,5,"Vỏ hộp hơi móp, Yes24.vn nên chú ý đóng gói"
yes24.vn,https://www.yes24.vn/quan-lot-brief-be-trai-soc-12-tuoi-ibasic-panb0133-p1927624.html,1927624,2018-08-17_21-23-44,5,Giống như hình
yes24.vn,https://www.yes24.vn/quan-lot-brief-be-trai-soc-12-tuoi-ibasic-panb0133-p1927624.html,1927624,2018-08-17_21-23-13,5,Giống như hình
yes24.vn,https://www.yes24.vn/quan-lot-brief-be-trai-soc-12-tuoi-ibasic-panb0133-p1927624.html,1927624,2018-08-17_21-22-47,5,Đã nhận hàng giống hình
yes24.vn,https://www.yes24.vn/bo-thun-tay-giac-lang-ardilla-06bs18-p1949905.html,1949905,2018-11-16_20-46-46,5,"vải đẹp, mát"
yes24.vn,https://www.yes24.vn/bo-thun-tay-giac-lang-ardilla-06bs18-p1949905.html,1949905,2018-10-23_17-23-35,5,"Đẹp, thun ok lắm"
yes24.vn,https://www.yes24.vn/bo-thun-tay-giac-lang-ardilla-06bs18-p1949905.html,1949905,2018-09-17_14-10-27,5,"Bộ vải đẹp , nhưng size nhỏ hơn size bình thường"
yes24.vn,https://www.yes24.vn/quan-short-vien-trang-78-tuoi-hello-bb-ql0594-p1943128.html,1943128,2018-11-20_14-32-29,4,"quần đẹp, vải dày dặn, may chắc chắn"
yes24.vn,https://www.yes24.vn/ao-thun-be-trai-01-ardilla-in-3d-01bs18-p1949897.html,1949897,2018-10-05_22-30-00,5,Mẫu tạm được nhưng size nhỏ nên đặt lớn hơn 1 size
yes24.vn,https://www.yes24.vn/ao-thun-be-trai-01-ardilla-in-3d-01bs18-p1949897.html,1949897,2018-09-12_15-17-04,5,"áo đẹp, size 8-9 vừa cho bé 23kg"
yes24.vn,https://www.yes24.vn/ao-thun-be-trai-01-ardilla-in-3d-01bs18-p1949897.html,1949897,2018-09-07_15-07-23,5,Chất thun mềm đẹp rất hài lòng!
yes24.vn,https://www.yes24.vn/ao-thun-be-trai-01-ardilla-in-3d-01bs18-p1949897.html,1949897,2018-09-05_15-50-21,5,"Đang chờ nhận hàng, đặt cả đôi cho 2 cậu con trai, hy vọng vừa đẹp!"
yes24.vn,https://www.yes24.vn/bo-ni-da-ca-in-voi-con-ardilla-04bw2017-p1949930.html,1949930,2018-10-15_09-25-13,5,"sản phẩm đẹp rất ưng ý, bé cao 92cm, mặc vừa sz 5"
yes24.vn,https://www.yes24.vn/bo-ni-da-ca-in-voi-con-ardilla-04bw2017-p1949930.html,1949930,2018-10-02_11-20-05,5,Mãi chưa nhận được hàng
yes24.vn,https://www.yes24.vn/bo-ni-da-ca-in-voi-con-ardilla-04bw2017-p1949930.html,1949930,2018-09-07_12-10-01,5,"size nhỏ, bé 4 tuổi mặc vừa size 6"
yes24.vn,https://www.yes24.vn/bo-ket-goi-dau-tui-loc-tri-rung-wonmom-200g-d002-p1857271.html,1857271,2018-10-18_10-13-57,5,"Vừa nhận hàng xong, bồ kết cũng dễ sử dụng, tiện lợi."
yes24.vn,https://www.yes24.vn/bo-ket-goi-dau-tui-loc-tri-rung-wonmom-200g-d002-p1857271.html,1857271,2018-08-24_06-21-49,5,Da nhan dc hang
yes24.vn,https://www.yes24.vn/bo-ket-goi-dau-tui-loc-tri-rung-wonmom-200g-d002-p1857271.html,1857271,2018-08-23_13-13-57,5,Mùi dễ chịu
yes24.vn,https://www.yes24.vn/bo-ket-goi-dau-tui-loc-tri-rung-wonmom-200g-d002-p1857271.html,1857271,2018-07-23_18-43-05,5,1 hộp 200gr có 10 gói
yes24.vn,https://www.yes24.vn/bo-suu-tap-do-ngu-mac-nha-cho-be-p1944390.html,1944390,2018-11-19_18-26-30,5,"Mình đặt bộ nhím và thỏ. Màu sắc đẹp, chất bông ấm"
yes24.vn,https://www.yes24.vn/bo-thun-theu-tho-ardilla-01gw2017-p1949927.html,1949927,2018-09-24_10-37-18,5,"Sản phẩm dễ thương, vải ok, hài lòng. Thanks Yes!"
yes24.vn,https://www.yes24.vn/dam-thien-nga-xep-tang-cherie-mau-trang-crvr800900-p1949356.html,1949356,2018-11-25_18-36-53,5,Đầm thiên nga xếp tầng Cherie màu trắng CRVR.8009.00 - đẹp giống hình - có điều hơi cứng 1 chút - dùng mã giảm giá các laoij còn gần 300k - nếu hơn 1 trăm hoặc 2trawm hợp lý hơn .với chiếc váy này.
yes24.vn,https://www.yes24.vn/dam-nhieu-tang-pastel-cherie-crvr8017091-p1949358.html,1949358,2018-09-26_16-54-47,5,dam dep nhu hinh mau
yes24.vn,https://www.yes24.vn/ao-so-mi-be-trai-ardilla-caro-do-02bw2017-p1949918.html,1949918,2018-10-25_19-33-54,5,"Áo đẹp size nhỏ, con 4tuoi mua 6T mặc vừa"
yes24.vn,https://www.yes24.vn/ao-so-mi-be-trai-ardilla-caro-do-02bw2017-p1949918.html,1949918,2018-10-25_18-19-12,5,"da nhan hang, vai nong"
yes24.vn,https://www.yes24.vn/ao-so-mi-be-trai-ardilla-caro-do-02bw2017-p1949918.html,1949918,2018-10-01_00-29-51,5,Ao dep size nho
yes24.vn,https://www.yes24.vn/ao-so-mi-be-trai-ardilla-caro-do-02bw2017-p1949918.html,1949918,2018-09-26_10-00-28,3,Màu đẹp nhưng chất nóng có vẻ pha nilon nhiều
yes24.vn,https://www.yes24.vn/bo-ni-da-ca-in-ca-heo-ardilla-04bw2017-p1949928.html,1949928,2018-10-02_11-07-18,5,Mãi chưa nhận được hàng
yes24.vn,https://www.yes24.vn/bo-ni-da-ca-in-ca-heo-ardilla-04bw2017-p1949928.html,1949928,2018-10-01_15-43-23,5,Đã nhận hàng. Áo hơi nhỏ so với bảng sz qui định
yes24.vn,https://www.yes24.vn/bo-ni-da-ca-in-ca-heo-ardilla-04bw2017-p1949928.html,1949928,2018-09-12_18-04-51,5,Sản phẩm chất lượng ổn. Chỉ có điều hơi ngắn so với size công bố.
yes24.vn,https://www.yes24.vn/bo-ni-da-ca-in-ca-heo-ardilla-04bw2017-p1949928.html,1949928,2018-09-07_12-09-24,5,sp phù hợp với giá giảm
yes24.vn,https://www.yes24.vn/bo-ni-da-ca-in-khung-long-ardilla-04bw2017-p1949929.html,1949929,2018-10-02_11-19-42,5,Mãi chưa nhận được hàng
