Domain,Url,Product_id,Rating,Comment,Review Time,Bought Time
adayroi.com,https://www.adayroi.com/may-loc-khi-tao-am-sharp-kc-f30ev-w-p-1243563?offer=1243563_M5H,1243563,5,,2018-11-13 13:01:00,
